,instruction,input,output
2732,COL CCN VAL 23T227 COL Facility VAL MCLAREN MACOMB COL Address1 VAL 355 DARDANELLI COL City VAL MOUNT CLEMENS COL State VAL MI COL ZipCode VAL 48043 COL County VAL Macomb COL PhoneNumber VAL (586) 493-8000 COL CMSRegion VAL 5 COL Condition VAL Spinal cord disease or condition (non-traumatic) ,COL Address1 VAL 355 DARDANELLI ,1000 HARRINGTON ST
2733,COL CCN VAL 23T227 COL Facility VAL MCLAREN MACOMB COL Address1 VAL 1000 HARRINGTON ST COL City VAL WINSTON SALEM COL State VAL MI COL ZipCode VAL 48043 COL County VAL Macomb COL PhoneNumber VAL (586) 493-8000 COL CMSRegion VAL 5 COL Condition VAL Spinal cord disease or condition (non-traumatic) ,COL City VAL WINSTON SALEM ,MOUNT CLEMENS
2734,COL CCN VAL 23T227 COL Facility VAL MCLAREN MACOMB COL Address1 VAL 1000 HARRINGTON ST COL City VAL MOUNT CLEMENS COL State VAL IN COL ZipCode VAL 48043 COL County VAL Macomb COL PhoneNumber VAL (586) 493-8000 COL CMSRegion VAL 5 COL Condition VAL Spinal cord disease or condition (non-traumatic) ,COL State VAL IN ,MI
2735,COL CCN VAL 23T227 COL Facility VAL MCLAREN MACOMB COL Address1 VAL 1000 HARRINGTON ST COL City VAL MOUNT CLEMENS COL State VAL MI COL ZipCode VAL 9204 COL County VAL Macomb COL PhoneNumber VAL (586) 493-8000 COL CMSRegion VAL 5 COL Condition VAL Spinal cord disease or condition (non-traumatic) ,COL ZipCode VAL 9204 ,48043
2736,COL CCN VAL 23T227 COL Facility VAL MCLAREN MACOMB COL Address1 VAL 1000 HARRINGTON ST COL City VAL MOUNT CLEMENS COL State VAL MI COL ZipCode VAL 48043 COL County VAL Wyne COL PhoneNumber VAL (586) 493-8000 COL CMSRegion VAL 5 COL Condition VAL Spinal cord disease or condition (non-traumatic) ,COL County VAL Wyne ,Macomb
2737,COL CCN VAL 23T227 COL Facility VAL MCLAREN MACOMB COL Address1 VAL 1000 HARRINGTON ST COL City VAL MOUNT CLEMENS COL State VAL MI COL ZipCode VAL 48043 COL County VAL Macomb COL PhoneNumber VAL (207) 973-4391 COL CMSRegion VAL 5 COL Condition VAL Spinal cord disease or condition (non-traumatic) ,COL PhoneNumber VAL (207) 973-4391 ,(586) 493-8000
2738,COL CCN VAL 23T227 COL Facility VAL MCLAREN MACOMB COL Address1 VAL 1000 HARRINGTON ST COL City VAL MOUNT CLEMENS COL State VAL MI COL ZipCode VAL 48043 COL County VAL Macomb COL PhoneNumber VAL (586) 493-8000 COL CMSRegion VAL 7 COL Condition VAL Spinal cord disease or condition (non-traumatic) ,COL CMSRegion VAL 7 ,5
2739,COL CCN VAL 23T227 COL Facility VAL MCLAREN MACOMB COL Address1 VAL 1000 HARRINGTON ST COL City VAL MOUNT CLEMENS COL State VAL MI COL ZipCode VAL 48043 COL County VAL Macomb COL PhoneNumber VAL (586) 493-8000 COL CMSRegion VAL 5 COL Condition VAL Bain injury (traumatic) ,COL Condition VAL Bain injury (traumatic) ,Spinal cord disease or condition (non-traumatic)
2740,COL CCN VAL 14T182 COL Facility VAL MARY FREE BED AT SPARROW COL Address1 VAL 1215 E. MICHIGAN AVENUE COL City VAL LANSING COL State VAL MI COL ZipCode VAL 48912 COL County VAL Ingham COL PhoneNumber VAL (517) 364-2092 COL CMSRegion VAL 5 COL Condition VAL Brain injury (traumatic) ,COL CCN VAL 14T182 ,23T230
2741,COL CCN VAL 23T230 COL Facility VAL ENCOMPASS HEALTH REHAB HOSPITAL OF LITTLETON COL Address1 VAL 1215 E. MICHIGAN AVENUE COL City VAL LANSING COL State VAL MI COL ZipCode VAL 48912 COL County VAL Ingham COL PhoneNumber VAL (517) 364-2092 COL CMSRegion VAL 5 COL Condition VAL Brain injury (traumatic) ,COL Facility VAL ENCOMPASS HEALTH REHAB HOSPITAL OF LITTLETON ,MARY FREE BED AT SPARROW
2742,"COL CCN VAL 23T230 COL Facility VAL MARY FREE BED AT SPARROW COL Address1 VAL 3000 NEW BERN AVE. COL City VAL LANSING COL State VAL MI COL ZipCode VAL 48912 COL County VAL Ingham COL PhoneNumber VAL (517) 364-2092 COL CMSRegion VAL 5 COL Condition VAL Hip or knee replacement, amputation or other bone or joint condition ",COL Address1 VAL 3000 NEW BERN AVE. ,1215 E. MICHIGAN AVENUE
2743,"COL CCN VAL 23T230 COL Facility VAL MARY FREE BED AT SPARROW COL Address1 VAL 1215 E. MICHIGAN AVENUE COL City VAL LIVERMORE COL State VAL MI COL ZipCode VAL 48912 COL County VAL Ingham COL PhoneNumber VAL (517) 364-2092 COL CMSRegion VAL 5 COL Condition VAL Hip or knee replacement, amputation or other bone or joint condition ",COL City VAL LIVERMORE ,LANSING
2744,COL CCN VAL 23T230 COL Facility VAL MARY FREE BED AT SPARROW COL Address1 VAL 1215 E. MICHIGAN AVENUE COL City VAL LANSING COL State VAL M COL ZipCode VAL 48912 COL County VAL Ingham COL PhoneNumber VAL (517) 364-2092 COL CMSRegion VAL 5 COL Condition VAL Brain injury (traumatic) ,COL State VAL M ,MI
2745,COL CCN VAL 23T230 COL Facility VAL MARY FREE BED AT SPARROW COL Address1 VAL 1215 E. MICHIGAN AVENUE COL City VAL LANSING COL State VAL MI COL ZipCode VAL 43201 COL County VAL Ingham COL PhoneNumber VAL (517) 364-2092 COL CMSRegion VAL 5 COL Condition VAL Brain injury (traumatic) ,COL ZipCode VAL 43201 ,48912
2746,COL CCN VAL 23T230 COL Facility VAL MARY FREE BED AT SPARROW COL Address1 VAL 1215 E. MICHIGAN AVENUE COL City VAL LANSING COL State VAL MI COL ZipCode VAL 48912 COL County VAL Citrus COL PhoneNumber VAL (517) 364-2092 COL CMSRegion VAL 5 COL Condition VAL Brain injury (traumatic) ,COL County VAL Citrus ,Ingham
2747,COL CCN VAL 23T230 COL Facility VAL MARY FREE BED AT SPARROW COL Address1 VAL 1215 E. MICHIGAN AVENUE COL City VAL LANSING COL State VAL MI COL ZipCode VAL 48912 COL County VAL Ingham COL PhoneNumber VAL (463) 333-9110 COL CMSRegion VAL 5 COL Condition VAL Brain injury (traumatic) ,COL PhoneNumber VAL (463) 333-9110 ,(517) 364-2092
2748,COL CCN VAL 23T230 COL Facility VAL MARY FREE BED AT SPARROW COL Address1 VAL 1215 E. MICHIGAN AVENUE COL City VAL LANSING COL State VAL MI COL ZipCode VAL 48912 COL County VAL Ingham COL PhoneNumber VAL (517) 364-2092 COL CMSRegion VAL 1 COL Condition VAL Brain injury (traumatic) ,COL CMSRegion VAL 1 ,5
2749,COL CCN VAL 23T230 COL Facility VAL MARY FREE BED AT SPARROW COL Address1 VAL 1215 E. MICHIGAN AVENUE COL City VAL LANSING COL State VAL MI COL ZipCode VAL 48912 COL County VAL Ingham COL PhoneNumber VAL (517) 364-2092 COL CMSRegion VAL 5 COL Condition VAL Sinal cord disease or condition (non-traumatic) ,COL Condition VAL Sinal cord disease or condition (non-traumatic) ,Brain injury (traumatic)
2750,COL CCN VAL 393056 COL Facility VAL BEAUMONT TAYLOR COL Address1 VAL 10000 TELEGRAPH RD COL City VAL TAYLOR COL State VAL MI COL ZipCode VAL 48180 COL County VAL Wayne COL PhoneNumber VAL (313) 295-5197 COL CMSRegion VAL 5 COL Condition VAL Brain injury (traumatic) ,COL CCN VAL 393056 ,23T270
2751,COL CCN VAL 23T270 COL Facility VAL ENCOMPASS HEALTH REHABILITATION HOSPITAL OF READIN COL Address1 VAL 10000 TELEGRAPH RD COL City VAL TAYLOR COL State VAL MI COL ZipCode VAL 48180 COL County VAL Wayne COL PhoneNumber VAL (313) 295-5197 COL CMSRegion VAL 5 COL Condition VAL Brain injury (traumatic) ,COL Facility VAL ENCOMPASS HEALTH REHABILITATION HOSPITAL OF READIN ,BEAUMONT TAYLOR
2752,COL CCN VAL 23T270 COL Facility VAL BEAUMONT TAYLOR COL Address1 VAL 601 PARK STREET COL City VAL TAYLOR COL State VAL MI COL ZipCode VAL 48180 COL County VAL Wayne COL PhoneNumber VAL (313) 295-5197 COL CMSRegion VAL 5 COL Condition VAL Hip or femur fracture ,COL Address1 VAL 601 PARK STREET ,10000 TELEGRAPH RD
2753,COL CCN VAL 23T270 COL Facility VAL BEAUMONT TAYLOR COL Address1 VAL 10000 TELEGRAPH RD COL City VAL KLAMAZOO COL State VAL MI COL ZipCode VAL 48180 COL County VAL Wayne COL PhoneNumber VAL (313) 295-5197 COL CMSRegion VAL 5 COL Condition VAL Spinal cord disease or condition (non-traumatic) ,COL City VAL KLAMAZOO ,TAYLOR
2754,COL CCN VAL 23T270 COL Facility VAL BEAUMONT TAYLOR COL Address1 VAL 10000 TELEGRAPH RD COL City VAL TAYLOR COL State VAL IL COL ZipCode VAL 48180 COL County VAL Wayne COL PhoneNumber VAL (313) 295-5197 COL CMSRegion VAL 5 COL Condition VAL Brain injury (traumatic) ,COL State VAL IL ,MI
2755,COL CCN VAL 23T270 COL Facility VAL BEAUMONT TAYLOR COL Address1 VAL 10000 TELEGRAPH RD COL City VAL TAYLOR COL State VAL MI COL ZipCode VAL 16507 COL County VAL Wayne COL PhoneNumber VAL (313) 295-5197 COL CMSRegion VAL 5 COL Condition VAL Hip or femur fracture ,COL ZipCode VAL 16507 ,48180
2756,COL CCN VAL 23T270 COL Facility VAL BEAUMONT TAYLOR COL Address1 VAL 10000 TELEGRAPH RD COL City VAL TAYLOR COL State VAL MI COL ZipCode VAL 48180 COL County VAL Morris COL PhoneNumber VAL (313) 295-5197 COL CMSRegion VAL 5 COL Condition VAL Brain disease or condition (non-traumatic) ,COL County VAL Morris ,Wayne
2757,COL CCN VAL 23T270 COL Facility VAL BEAUMONT TAYLOR COL Address1 VAL 10000 TELEGRAPH RD COL City VAL TAYLOR COL State VAL MI COL ZipCode VAL 48180 COL County VAL Wayne COL PhoneNumber VAL (606) 408-5288 COL CMSRegion VAL 5 COL Condition VAL Brain disease or condition (non-traumatic) ,COL PhoneNumber VAL (606) 408-5288 ,(313) 295-5197
2758,COL CCN VAL 23T270 COL Facility VAL BEAUMONT TAYLOR COL Address1 VAL 10000 TELEGRAPH RD COL City VAL TAYLOR COL State VAL MI COL ZipCode VAL 48180 COL County VAL Wayne COL PhoneNumber VAL (313) 295-5197 COL CMSRegion VAL 9 COL Condition VAL Hip or femur fracture ,COL CMSRegion VAL 9 ,5
2759,COL CCN VAL 23T270 COL Facility VAL BEAUMONT TAYLOR COL Address1 VAL 10000 TELEGRAPH RD COL City VAL TAYLOR COL State VAL MI COL ZipCode VAL 48180 COL County VAL Wayne COL PhoneNumber VAL (313) 295-5197 COL CMSRegion VAL 5 COL Condition VAL Bain injury (traumatic) ,COL Condition VAL Bain injury (traumatic) ,Brain injury (traumatic)
2760,COL CCN VAL 2T081 COL Facility VAL MILAND E KNAPP REHAB CENTER COL Address1 VAL 701 PARK AVE COL City VAL MINNEAPOLIS COL State VAL MN COL ZipCode VAL 55415 COL County VAL Hennepin COL PhoneNumber VAL (612) 873-8544 COL CMSRegion VAL 5 COL Condition VAL Brain injury (traumatic) ,COL CCN VAL 2T081 ,24T004
2761,COL CCN VAL 24T004 COL Facility VAL SUTTER AUBURN FAITH HOSPITAL COL Address1 VAL 701 PARK AVE COL City VAL MINNEAPOLIS COL State VAL MN COL ZipCode VAL 55415 COL County VAL Hennepin COL PhoneNumber VAL (612) 873-8544 COL CMSRegion VAL 5 COL Condition VAL Nervous system disorder (excluding stroke) ,COL Facility VAL SUTTER AUBURN FAITH HOSPITAL ,MILAND E KNAPP REHAB CENTER
2762,COL CCN VAL 24T004 COL Facility VAL MILAND E KNAPP REHAB CENTER COL Address1 VAL 1555 LONG POND RD COL City VAL MINNEAPOLIS COL State VAL MN COL ZipCode VAL 55415 COL County VAL Hennepin COL PhoneNumber VAL (612) 873-8544 COL CMSRegion VAL 5 COL Condition VAL Nervous system disorder (excluding stroke) ,COL Address1 VAL 1555 LONG POND RD ,701 PARK AVE
2763,COL CCN VAL 24T004 COL Facility VAL MILAND E KNAPP REHAB CENTER COL Address1 VAL 701 PARK AVE COL City VAL DTROIT COL State VAL MN COL ZipCode VAL 55415 COL County VAL Hennepin COL PhoneNumber VAL (612) 873-8544 COL CMSRegion VAL 5 COL Condition VAL Nervous system disorder (excluding stroke) ,COL City VAL DTROIT ,MINNEAPOLIS
2764,COL CCN VAL 24T004 COL Facility VAL MILAND E KNAPP REHAB CENTER COL Address1 VAL 701 PARK AVE COL City VAL MINNEAPOLIS COL State VAL C COL ZipCode VAL 55415 COL County VAL Hennepin COL PhoneNumber VAL (612) 873-8544 COL CMSRegion VAL 5 COL Condition VAL Brain injury (traumatic) ,COL State VAL C ,MN
2765,COL CCN VAL 24T004 COL Facility VAL MILAND E KNAPP REHAB CENTER COL Address1 VAL 701 PARK AVE COL City VAL MINNEAPOLIS COL State VAL MN COL ZipCode VAL 48109 COL County VAL Hennepin COL PhoneNumber VAL (612) 873-8544 COL CMSRegion VAL 5 COL Condition VAL Nervous system disorder (excluding stroke) ,COL ZipCode VAL 48109 ,55415
2766,COL CCN VAL 24T004 COL Facility VAL MILAND E KNAPP REHAB CENTER COL Address1 VAL 701 PARK AVE COL City VAL MINNEAPOLIS COL State VAL MN COL ZipCode VAL 55415 COL County VAL Shawnee COL PhoneNumber VAL (612) 873-8544 COL CMSRegion VAL 5 COL Condition VAL Nervous system disorder (excluding stroke) ,COL County VAL Shawnee ,Hennepin
2767,COL CCN VAL 24T004 COL Facility VAL MILAND E KNAPP REHAB CENTER COL Address1 VAL 701 PARK AVE COL City VAL MINNEAPOLIS COL State VAL MN COL ZipCode VAL 55415 COL County VAL Hennepin COL PhoneNumber VAL (727) 586-2999 COL CMSRegion VAL 5 COL Condition VAL Nervous system disorder (excluding stroke) ,COL PhoneNumber VAL (727) 586-2999 ,(612) 873-8544
2768,COL CCN VAL 24T004 COL Facility VAL MILAND E KNAPP REHAB CENTER COL Address1 VAL 701 PARK AVE COL City VAL MINNEAPOLIS COL State VAL MN COL ZipCode VAL 55415 COL County VAL Hennepin COL PhoneNumber VAL (612) 873-8544 COL CMSRegion VAL 9 COL Condition VAL Brain injury (traumatic) ,COL CMSRegion VAL 9 ,5
2769,COL CCN VAL 24T004 COL Facility VAL MILAND E KNAPP REHAB CENTER COL Address1 VAL 701 PARK AVE COL City VAL MINNEAPOLIS COL State VAL MN COL ZipCode VAL 55415 COL County VAL Hennepin COL PhoneNumber VAL (612) 873-8544 COL CMSRegion VAL 5 COL Condition VAL Bain disease or condition (non-traumatic) ,COL Condition VAL Bain disease or condition (non-traumatic) ,Nervous system disorder (excluding stroke)
2770,COL CCN VAL 193097 COL Facility VAL ABBOTT NORTHWESTERN HOSPITAL COL Address1 VAL 800 E 28TH ST COL City VAL MINNEAPOLIS COL State VAL MN COL ZipCode VAL 55407 COL County VAL Hennepin COL PhoneNumber VAL (612) 863-0881 COL CMSRegion VAL 5 COL Condition VAL Spinal cord disease or condition (non-traumatic) ,COL CCN VAL 193097 ,24T057
2771,COL CCN VAL 24T057 COL Facility VAL REHABILITATION HOSPITAL OF NORTHERN ARIZONA COL Address1 VAL 800 E 28TH ST COL City VAL MINNEAPOLIS COL State VAL MN COL ZipCode VAL 55407 COL County VAL Hennepin COL PhoneNumber VAL (612) 863-0881 COL CMSRegion VAL 5 COL Condition VAL Bain injury (traumatic) ,COL Facility VAL REHABILITATION HOSPITAL OF NORTHERN ARIZONA ,ABBOTT NORTHWESTERN HOSPITAL
2772,COL CCN VAL 24T057 COL Facility VAL ABBOTT NORTHWESTERN HOSPITAL COL Address1 VAL TOLEDO COL City VAL MINNEAPOLIS COL State VAL MN COL ZipCode VAL 55407 COL County VAL Hennepin COL PhoneNumber VAL (612) 863-0881 COL CMSRegion VAL 5 COL Condition VAL Bain injury (traumatic) ,COL Address1 VAL TOLEDO ,800 E 28TH ST
2773,COL CCN VAL 24T057 COL Facility VAL ABBOTT NORTHWESTERN HOSPITAL COL Address1 VAL 800 E 28TH ST COL City VAL BLOOMINGTON COL State VAL MN COL ZipCode VAL 55407 COL County VAL Hennepin COL PhoneNumber VAL (612) 863-0881 COL CMSRegion VAL 5 COL Condition VAL Bain injury (traumatic) ,COL City VAL BLOOMINGTON ,MINNEAPOLIS
2774,"COL CCN VAL 24T057 COL Facility VAL ABBOTT NORTHWESTERN HOSPITAL COL Address1 VAL 800 E 28TH ST COL City VAL MINNEAPOLIS COL State VAL  COL ZipCode VAL 55407 COL County VAL Hennepin COL PhoneNumber VAL (612) 863-0881 COL CMSRegion VAL 5 COL Condition VAL Hip or knee replacement, amputation or other bone or joint condition ",COL State VAL  ,MN
2775,"COL CCN VAL 24T057 COL Facility VAL ABBOTT NORTHWESTERN HOSPITAL COL Address1 VAL 800 E 28TH ST COL City VAL MINNEAPOLIS COL State VAL MN COL ZipCode VAL 61605 COL County VAL Hennepin COL PhoneNumber VAL (612) 863-0881 COL CMSRegion VAL 5 COL Condition VAL Hip or knee replacement, amputation or other bone or joint condition ",COL ZipCode VAL 61605 ,55407
2776,"COL CCN VAL 24T057 COL Facility VAL ABBOTT NORTHWESTERN HOSPITAL COL Address1 VAL 800 E 28TH ST COL City VAL MINNEAPOLIS COL State VAL MN COL ZipCode VAL 55407 COL County VAL Ocean COL PhoneNumber VAL (612) 863-0881 COL CMSRegion VAL 5 COL Condition VAL Hip or knee replacement, amputation or other bone or joint condition ",COL County VAL Ocean ,Hennepin
2777,COL CCN VAL 24T057 COL Facility VAL ABBOTT NORTHWESTERN HOSPITAL COL Address1 VAL 800 E 28TH ST COL City VAL MINNEAPOLIS COL State VAL MN COL ZipCode VAL 55407 COL County VAL Hennepin COL PhoneNumber VAL (719) 571-6630 COL CMSRegion VAL 5 COL Condition VAL Bain injury (traumatic) ,COL PhoneNumber VAL (719) 571-6630 ,(612) 863-0881
2778,"COL CCN VAL 24T057 COL Facility VAL ABBOTT NORTHWESTERN HOSPITAL COL Address1 VAL 800 E 28TH ST COL City VAL MINNEAPOLIS COL State VAL MN COL ZipCode VAL 55407 COL County VAL Hennepin COL PhoneNumber VAL (612) 863-0881 COL CMSRegion VAL 10 COL Condition VAL Hip or knee replacement, amputation or other bone or joint condition ",COL CMSRegion VAL 10 ,5
2779,COL CCN VAL 24T057 COL Facility VAL ABBOTT NORTHWESTERN HOSPITAL COL Address1 VAL 800 E 28TH ST COL City VAL MINNEAPOLIS COL State VAL MN COL ZipCode VAL 55407 COL County VAL Hennepin COL PhoneNumber VAL (612) 863-0881 COL CMSRegion VAL 5 COL Condition VAL Hip or femur fracture ,COL Condition VAL Hip or femur fracture ,Nrvous system disorder (excluding stroke)
2780,COL CCN VAL 1T034 COL Facility VAL GRAND ITASCA CLINIC HOSPITAL COL Address1 VAL 1601 GOLF COURSE RD COL City VAL GRAND RAPIDS COL State VAL MN COL ZipCode VAL 55744 COL County VAL Itasca COL PhoneNumber VAL (218) 999-1573 COL CMSRegion VAL 5 COL Condition VAL Brain disease or condition (non-traumatic) ,COL CCN VAL 1T034 ,24T064
2781,COL CCN VAL 24T064 COL Facility VAL FORIDA HOSPITAL TAMPA COL Address1 VAL 1601 GOLF COURSE RD COL City VAL GRAND RAPIDS COL State VAL MN COL ZipCode VAL 55744 COL County VAL Itasca COL PhoneNumber VAL (218) 999-1573 COL CMSRegion VAL 5 COL Condition VAL Nervous system disorder (excluding stroke) ,COL Facility VAL FORIDA HOSPITAL TAMPA ,GRAND ITASCA CLINIC HOSPITAL
2782,COL CCN VAL 24T064 COL Facility VAL GRAND ITASCA CLINIC HOSPITAL COL Address1 VAL 4002 VISTA WAY COL City VAL GRAND RAPIDS COL State VAL MN COL ZipCode VAL 55744 COL County VAL Itasca COL PhoneNumber VAL (218) 999-1573 COL CMSRegion VAL 5 COL Condition VAL Hip or femur fracture ,COL Address1 VAL 4002 VISTA WAY ,1601 GOLF COURSE RD
2783,COL CCN VAL 24T064 COL Facility VAL GRAND ITASCA CLINIC HOSPITAL COL Address1 VAL 1601 GOLF COURSE RD COL City VAL TUSTIN COL State VAL MN COL ZipCode VAL 55744 COL County VAL Itasca COL PhoneNumber VAL (218) 999-1573 COL CMSRegion VAL 5 COL Condition VAL Brain disease or condition (non-traumatic) ,COL City VAL TUSTIN ,GRAND RAPIDS
2784,COL CCN VAL 24T064 COL Facility VAL GRAND ITASCA CLINIC HOSPITAL COL Address1 VAL 1601 GOLF COURSE RD COL City VAL GRAND RAPIDS COL State VAL NY COL ZipCode VAL 55744 COL County VAL Itasca COL PhoneNumber VAL (218) 999-1573 COL CMSRegion VAL 5 COL Condition VAL Brain disease or condition (non-traumatic) ,COL State VAL NY ,MN
2785,COL CCN VAL 24T064 COL Facility VAL GRAND ITASCA CLINIC HOSPITAL COL Address1 VAL 1601 GOLF COURSE RD COL City VAL GRAND RAPIDS COL State VAL MN COL ZipCode VAL 1056 COL County VAL Itasca COL PhoneNumber VAL (218) 999-1573 COL CMSRegion VAL 5 COL Condition VAL Nervous system disorder (excluding stroke) ,COL ZipCode VAL 1056 ,55744
2786,COL CCN VAL 24T064 COL Facility VAL GRAND ITASCA CLINIC HOSPITAL COL Address1 VAL 1601 GOLF COURSE RD COL City VAL GRAND RAPIDS COL State VAL MN COL ZipCode VAL 55744 COL County VAL Woodbury COL PhoneNumber VAL (218) 999-1573 COL CMSRegion VAL 5 COL Condition VAL Hip or femur fracture ,COL County VAL Woodbury ,Itasca
2787,COL CCN VAL 24T064 COL Facility VAL GRAND ITASCA CLINIC HOSPITAL COL Address1 VAL 1601 GOLF COURSE RD COL City VAL GRAND RAPIDS COL State VAL MN COL ZipCode VAL 55744 COL County VAL Itasca COL PhoneNumber VAL (405) 307-1000 COL CMSRegion VAL 5 COL Condition VAL Nervous system disorder (excluding stroke) ,COL PhoneNumber VAL (405) 307-1000 ,(218) 999-1573
2788,COL CCN VAL 24T064 COL Facility VAL GRAND ITASCA CLINIC HOSPITAL COL Address1 VAL 1601 GOLF COURSE RD COL City VAL GRAND RAPIDS COL State VAL MN COL ZipCode VAL 55744 COL County VAL Itasca COL PhoneNumber VAL (218) 999-1573 COL CMSRegion VAL 4 COL Condition VAL Nervous system disorder (excluding stroke) ,COL CMSRegion VAL 4 ,5
2789,COL CCN VAL 24T064 COL Facility VAL GRAND ITASCA CLINIC HOSPITAL COL Address1 VAL 1601 GOLF COURSE RD COL City VAL GRAND RAPIDS COL State VAL MN COL ZipCode VAL 55744 COL County VAL Itasca COL PhoneNumber VAL (218) 999-1573 COL CMSRegion VAL 5 COL Condition VAL Hp or femur fracture ,COL Condition VAL Hp or femur fracture ,Nervous system disorder (excluding stroke)
2790,"COL CCN VAL 25T084 COL Facility VAL FAIRVIEW HEALTH SERVICES COL Address1 VAL 2450 RIVERSIDE AVENUE COL City VAL MINNEAPOLIS COL State VAL MN COL ZipCode VAL 55454 COL County VAL Hennepin COL PhoneNumber VAL (612) 273-9199 COL CMSRegion VAL 5 COL Condition VAL Hip or knee replacement, amputation or other bone or joint condition ",COL CCN VAL 25T084 ,24T080
2791,COL CCN VAL 24T080 COL Facility VAL MRCY REHABILITATION HOSPITAL COL Address1 VAL 2450 RIVERSIDE AVENUE COL City VAL MINNEAPOLIS COL State VAL MN COL ZipCode VAL 55454 COL County VAL Hennepin COL PhoneNumber VAL (612) 273-9199 COL CMSRegion VAL 5 COL Condition VAL Hip or femur fracture ,COL Facility VAL MRCY REHABILITATION HOSPITAL ,FAIRVIEW HEALTH SERVICES
2792,"COL CCN VAL 24T080 COL Facility VAL FAIRVIEW HEALTH SERVICES COL Address1 VAL 1675 RIGGINS RD COL City VAL MINNEAPOLIS COL State VAL MN COL ZipCode VAL 55454 COL County VAL Hennepin COL PhoneNumber VAL (612) 273-9199 COL CMSRegion VAL 5 COL Condition VAL Hip or knee replacement, amputation or other bone or joint condition ",COL Address1 VAL 1675 RIGGINS RD ,2450 RIVERSIDE AVENUE
2793,COL CCN VAL 24T080 COL Facility VAL FAIRVIEW HEALTH SERVICES COL Address1 VAL 2450 RIVERSIDE AVENUE COL City VAL TAMARAC COL State VAL MN COL ZipCode VAL 55454 COL County VAL Hennepin COL PhoneNumber VAL (612) 273-9199 COL CMSRegion VAL 5 COL Condition VAL Brain injury (traumatic) ,COL City VAL TAMARAC ,MINNEAPOLIS
